device,source_table,name,doc_address,remote_pdu_offset,local_iec,northbound_table,northbound_pdu_offset,dtype,unit,scale,writable,pulse,description
boiler,INPUT,WATER_MASS_LO,30019,18,%IW274,INPUT,274,u16,kg,1,no,no,
boiler,INPUT,FLAME_STATUS,30020,19,%IW275,INPUT,275,enum,,1,no,no,0=無火焰 1=點火中 2=穩定
boiler,INPUT,BLOWDOWN_FLOW,30021,20,%IW276,INPUT,276,u16,kg/s,100,no,no,
boiler,INPUT,PURGE_TIME_REMAINING,30022,21,%IW277,INPUT,277,u16,s,10,no,no,
boiler,INPUT,FEEDWATER_PERMITTED,30023,22,%IW278,INPUT,278,enum,,1,no,no,
boiler,INPUT,RELIEF_FLOW,30024,23,%IW279,INPUT,279,u16,kg/s,100,no,no,安全閥排放量
boiler,INPUT,WATCHDOG_ECHO,30030,29,%IW285,INPUT,285,u16,,1,no,no,回應 40003 之值
boiler,INPUT,SCAN_TIME_MS,30031,30,%IW286,INPUT,286,u16,ms,10,no,no,物理掃描耗時 ×10
boiler,INPUT,MODBUS_REQUEST_COUNT,30032,31,%IW287,INPUT,287,u16,,1,no,no,已處理請求數（模 65536）
boiler,INPUT,REJECTED_COMMAND_COUNT,30033,32,%IW288,INPUT,288,u16,,1,no,no,
boiler,INPUT,EXCEPTION_COUNT,30034,33,%IW289,INPUT,289,u16,,1,no,no,
boiler,INPUT,SIM_QUALITY_WORD,30035,34,%IW290,INPUT,290,bitfield,,1,no,no,每個輸入訊號品質是否 GOOD
boiler,INPUT,SIM_TICK_LOW,30036,35,%IW291,INPUT,291,u16,,1,no,no,
boiler,INPUT,COMM_LOSS_SECONDS,30037,36,%IW292,INPUT,292,u16,s,10,no,no,
boiler,INPUT,FAULT_INJECT_WORD,30038,37,%IW293,INPUT,293,bitfield,,1,no,no,啟用中的故障注入
boiler,INPUT,SNAPSHOT_GENERATION,30039,38,%IW294,INPUT,294,u16,,1,no,no,每次快照還原 +1，供測試判斷環境已重置
boiler,INPUT,RUN_SECONDS_HI,30040,39,%IW295,INPUT,295,u32,s,1,no,no,
boiler,INPUT,RUN_SECONDS_LO,30041,40,%IW296,INPUT,296,u16,,1,no,no,
boiler,INPUT,START_COUNT,30042,41,%IW297,INPUT,297,u16,,1,no,no,
boiler,INPUT,TRIP_COUNT,30043,42,%IW298,INPUT,298,u16,,1,no,no,
boiler,INPUT,MASS_TOTAL_HI,30044,43,%IW299,INPUT,299,u32,kg,1,no,no,
boiler,INPUT,MASS_TOTAL_LO,30045,44,%IW300,INPUT,300,u16,,1,no,no,
boiler,INPUT,ENERGY_TOTAL_HI,30046,45,%IW301,INPUT,301,u32,kWh,1,no,no,
boiler,INPUT,ENERGY_TOTAL_LO,30047,46,%IW302,INPUT,302,u16,,1,no,no,
boiler,INPUT,ALARM_COUNT,30048,47,%IW303,INPUT,303,u16,,1,no,no,
boiler,INPUT,ACCEPTED_COMMAND_COUNT,30049,48,%IW304,INPUT,304,u16,,1,no,no,
boiler,HOLDING,CONTROL_MODE,40001,0,%QW256,HOLDING,256,enum,,1,yes,no,0=LOCAL_MANUAL 1=LOCAL_AUTO 2=REMOTE_MANUAL 3=REMOTE_AUTO 4=MAINTENANCE
boiler,HOLDING_READBACK,CONTROL_MODE,40001,0,%IW768,INPUT,768,enum,,1,no,no,FC3 readback: 0=LOCAL_MANUAL 1=LOCAL_AUTO 2=REMOTE_MANUAL 3=REMOTE_AUTO 4=MAINTENANCE
boiler,HOLDING,COMMAND_SEQUENCE,40002,1,%QW257,HOLDING,257,u16,,1,yes,no,命令序號，重置需為新值
boiler,HOLDING_READBACK,COMMAND_SEQUENCE,40002,1,%IW769,INPUT,769,u16,,1,no,no,FC3 readback: 命令序號，重置需為新值
boiler,HOLDING,WATCHDOG_COUNTER,40003,2,%QW258,HOLDING,258,u16,,1,yes,no,控制器每秒 +1
boiler,HOLDING_READBACK,WATCHDOG_COUNTER,40003,2,%IW770,INPUT,770,u16,,1,no,no,FC3 readback: 控制器每秒 +1
boiler,HOLDING,RESET_KEY,40004,3,%QW259,HOLDING,259,u16,,1,yes,no,重置鑰匙 0xA55A
boiler,HOLDING_READBACK,RESET_KEY,40004,3,%IW771,INPUT,771,u16,,1,no,no,FC3 readback: 重置鑰匙 0xA55A
boiler,HOLDING,SIMULATION_FLAGS,40005,4,%QW260,HOLDING,260,bitfield,,1,yes,no,
boiler,HOLDING_READBACK,SIMULATION_FLAGS,40005,4,%IW772,INPUT,772,bitfield,,1,no,no,FC3 readback:
boiler,HOLDING,ACTIVE_CONTROLLER_ID,40006,5,%QW261,HOLDING,261,u16,,1,yes,no,
boiler,HOLDING_READBACK,ACTIVE_CONTROLLER_ID,40006,5,%IW773,INPUT,773,u16,,1,no,no,FC3 readback:
boiler,HOLDING,COMMAND_LEASE_TIME,40007,6,%QW262,HOLDING,262,u16,s,1,yes,no,
boiler,HOLDING_READBACK,COMMAND_LEASE_TIME,40007,6,%IW774,INPUT,774,u16,s,1,no,no,FC3 readback:
boiler,HOLDING,OUTPUT_RATE_LIMIT,40008,7,%QW263,HOLDING,263,u16,%/s,100,yes,no,
boiler,HOLDING_READBACK,OUTPUT_RATE_LIMIT,40008,7,%IW775,INPUT,775,u16,%/s,100,no,no,FC3 readback:
boiler,HOLDING,RESERVED,40009,8,%QW264,HOLDING,264,u16,,1,yes,no,
boiler,HOLDING_READBACK,RESERVED,40009,8,%IW776,INPUT,776,u16,,1,no,no,FC3 readback:
boiler,HOLDING,PRIMARY_SETPOINT,40010,9,%QW265,HOLDING,265,u16,bar(a),100,yes,no,鍋爐壓力設定值
boiler,HOLDING_READBACK,PRIMARY_SETPOINT,40010,9,%IW777,INPUT,777,u16,bar(a),100,no,no,FC3 readback: 鍋爐壓力設定值
boiler,HOLDING,SECONDARY_SETPOINT,40011,10,%QW266,HOLDING,266,u16,%,100,yes,no,鍋爐水位設定值
boiler,HOLDING_READBACK,SECONDARY_SETPOINT,40011,10,%IW778,INPUT,778,u16,%,100,no,no,FC3 readback: 鍋爐水位設定值
boiler,HOLDING,MANUAL_OUTPUT,40012,11,%QW267,HOLDING,267,u16,%,100,yes,no,手動燃燒器輸出
boiler,HOLDING_READBACK,MANUAL_OUTPUT,40012,11,%IW779,INPUT,779,u16,%,100,no,no,FC3 readback: 手動燃燒器輸出
boiler,HOLDING,OUTPUT_HIGH_LIMIT,40013,12,%QW268,HOLDING,268,u16,%,100,yes,no,
boiler,HOLDING_READBACK,OUTPUT_HIGH_LIMIT,40013,12,%IW780,INPUT,780,u16,%,100,no,no,FC3 readback:
boiler,HOLDING,OUTPUT_LOW_LIMIT,40014,13,%QW269,HOLDING,269,u16,%,100,yes,no,
boiler,HOLDING_READBACK,OUTPUT_LOW_LIMIT,40014,13,%IW781,INPUT,781,u16,%,100,no,no,FC3 readback:
boiler,HOLDING,PID_KP,40020,19,%QW275,HOLDING,275,u16,,100,yes,no,
boiler,HOLDING_READBACK,PID_KP,40020,19,%IW787,INPUT,787,u16,,100,no,no,FC3 readback:
boiler,HOLDING,PID_KI,40021,20,%QW276,HOLDING,276,u16,,100,yes,no,
boiler,HOLDING_READBACK,PID_KI,40021,20,%IW788,INPUT,788,u16,,100,no,no,FC3 readback:
boiler,HOLDING,PID_KD,40022,21,%QW277,HOLDING,277,u16,,100,yes,no,
boiler,HOLDING_READBACK,PID_KD,40022,21,%IW789,INPUT,789,u16,,100,no,no,FC3 readback:
boiler,HOLDING,DEADBAND,40023,22,%QW278,HOLDING,278,u16,,100,yes,no,
boiler,HOLDING_READBACK,DEADBAND,40023,22,%IW790,INPUT,790,u16,,100,no,no,FC3 readback:
boiler,HOLDING,INTEGRAL_LIMIT,40024,23,%QW279,HOLDING,279,u16,,100,yes,no,
boiler,HOLDING_READBACK,INTEGRAL_LIMIT,40024,23,%IW791,INPUT,791,u16,,100,no,no,FC3 readback:
boiler,HOLDING,CONTROLLER_SCAN_TIME,40025,24,%QW280,HOLDING,280,u16,ms,1,yes,no,
boiler,HOLDING_READBACK,CONTROLLER_SCAN_TIME,40025,24,%IW792,INPUT,792,u16,ms,1,no,no,FC3 readback:
boiler,HOLDING,BLOWDOWN_VALVE_CMD,40030,29,%QW285,HOLDING,285,u16,%,100,yes,no,排污閥命令
boiler,HOLDING_READBACK,BLOWDOWN_VALVE_CMD,40030,29,%IW797,INPUT,797,u16,%,100,no,no,FC3 readback: 排污閥命令
steam_valve,COIL,START,1,0,%QX10.0,COIL,80,u16,,1,yes,yes,脈衝啟動命令
steam_valve,COIL,STOP,2,1,%QX10.1,COIL,81,u16,,1,yes,yes,正常停止
steam_valve,COIL,RESET_TRIP,3,2,%QX10.2,COIL,82,u16,,1,yes,yes,跳機重置脈衝，需 Reset Key
steam_valve,COIL,ACK_ALARM,4,3,%QX10.3,COIL,83,u16,,1,yes,yes,警報確認
steam_valve,COIL,EMERGENCY_STOP,5,4,%QX10.4,COIL,84,u16,,1,yes,no,緊急停止（保持型）
steam_valve,COIL,FORCE_SAFE,6,5,%QX10.5,COIL,85,u16,,1,yes,no,強制安全狀態
steam_valve,COIL,TRIP_TEST,7,6,%QX10.6,COIL,86,u16,,1,yes,yes,實驗模式跳機測試（需 LAB_MODE）
steam_valve,COIL,CLEAR_TOTALIZER,8,7,%QX10.7,COIL,87,u16,,1,yes,yes,清除累積值
steam_valve,DISCRETE,READY,10001,0,%IX10.0,DISCRETE,80,u16,,1,no,no,
steam_valve,DISCRETE,RUNNING,10002,1,%IX10.1,DISCRETE,81,u16,,1,no,no,
steam_valve,DISCRETE,STARTING,10003,2,%IX10.2,DISCRETE,82,u16,,1,no,no,
steam_valve,DISCRETE,STOPPING,10004,3,%IX10.3,DISCRETE,83,u16,,1,no,no,
steam_valve,DISCRETE,TRIPPED,10005,4,%IX10.4,DISCRETE,84,u16,,1,no,no,
steam_valve,DISCRETE,ALARM_ACTIVE,10006,5,%IX10.5,DISCRETE,85,u16,,1,no,no,
steam_valve,DISCRETE,LOCAL_MODE,10007,6,%IX10.6,DISCRETE,86,u16,,1,no,no,
steam_valve,DISCRETE,REMOTE_MODE,10008,7,%IX10.7,DISCRETE,87,u16,,1,no,no,
steam_valve,DISCRETE,AUTO_MODE,10009,8,%IX11.0,DISCRETE,88,u16,,1,no,no,
steam_valve,DISCRETE,MANUAL_MODE,10010,9,%IX11.1,DISCRETE,89,u16,,1,no,no,
steam_valve,DISCRETE,CONTROL_WATCHDOG_OK,10011,10,%IX11.2,DISCRETE,90,u16,,1,no,no,
steam_valve,DISCRETE,SIM_BUS_OK,10012,11,%IX11.3,DISCRETE,91,u16,,1,no,no,
steam_valve,DISCRETE,INTERLOCKS_OK,10013,12,%IX11.4,DISCRETE,92,u16,,1,no,no,
steam_valve,DISCRETE,SENSOR_FAULT,10014,13,%IX11.5,DISCRETE,93,u16,,1,no,no,
steam_valve,DISCRETE,ACTUATOR_FAULT,10015,14,%IX11.6,DISCRETE,94,u16,,1,no,no,
steam_valve,DISCRETE,MAINTENANCE_MODE,10016,15,%IX11.7,DISCRETE,95,u16,,1,no,no,
steam_valve,INPUT,STATUS_WORD,30001,0,%IW320,INPUT,320,bitfield,,1,no,no,狀態字
steam_valve,INPUT,ALARM_WORD_1,30002,1,%IW321,INPUT,321,bitfield,,1,no,no,
steam_valve,INPUT,ALARM_WORD_2,30003,2,%IW322,INPUT,322,bitfield,,1,no,no,
steam_valve,INPUT,TRIP_WORD,30004,3,%IW323,INPUT,323,bitfield,,1,no,no,
steam_valve,INPUT,DEVICE_STATE,30005,4,%IW324,INPUT,324,enum,,1,no,no,
steam_valve,INPUT,FIRST_OUT_CODE,30006,5,%IW325,INPUT,325,u16,,1,no,no,
steam_valve,INPUT,OVERALL_QUALITY,30007,6,%IW326,INPUT,326,enum,,1,no,no,
steam_valve,INPUT,REGISTER_MAP_VERSION,30008,7,%IW327,INPUT,327,u16,,1,no,no,
steam_valve,INPUT,FIRMWARE_VERSION,30009,8,%IW328,INPUT,328,u16,,1,no,no,
steam_valve,INPUT,COMMAND_POSITION,30010,9,%IW329,INPUT,329,u16,%,100,no,no,
steam_valve,INPUT,ACTUAL_POSITION,30011,10,%IW330,INPUT,330,u16,%,100,no,no,
steam_valve,INPUT,UPSTREAM_PRESSURE,30012,11,%IW331,INPUT,331,u16,bar(a),100,no,no,
steam_valve,INPUT,DOWNSTREAM_PRESSURE,30013,12,%IW332,INPUT,332,u16,bar(a),10000,no,no,
steam_valve,INPUT,STEAM_FLOW,30014,13,%IW333,INPUT,333,u16,kg/s,100,no,no,
steam_valve,INPUT,STEAM_TEMPERATURE,30015,14,%IW334,INPUT,334,i16,degC,10,no,no,
steam_valve,INPUT,ACTUATOR_SPEED,30016,15,%IW335,INPUT,335,u16,%/s,100,no,no,
steam_valve,INPUT,POSITION_DEVIATION,30017,16,%IW336,INPUT,336,i16,%,100,no,no,
steam_valve,INPUT,FAST_CLOSE_STATUS,30018,17,%IW337,INPUT,337,enum,,1,no,no,0=正常 1=快關中 2=快關完成
steam_valve,INPUT,VALVE_FAULT_CODE,30019,18,%IW338,INPUT,338,enum,,1,no,no,
steam_valve,INPUT,WATCHDOG_ECHO,30030,29,%IW349,INPUT,349,u16,,1,no,no,回應 40003 之值
steam_valve,INPUT,SCAN_TIME_MS,30031,30,%IW350,INPUT,350,u16,ms,10,no,no,物理掃描耗時 ×10
steam_valve,INPUT,MODBUS_REQUEST_COUNT,30032,31,%IW351,INPUT,351,u16,,1,no,no,已處理請求數（模 65536）
steam_valve,INPUT,REJECTED_COMMAND_COUNT,30033,32,%IW352,INPUT,352,u16,,1,no,no,
steam_valve,INPUT,EXCEPTION_COUNT,30034,33,%IW353,INPUT,353,u16,,1,no,no,
steam_valve,INPUT,SIM_QUALITY_WORD,30035,34,%IW354,INPUT,354,bitfield,,1,no,no,每個輸入訊號品質是否 GOOD
steam_valve,INPUT,SIM_TICK_LOW,30036,35,%IW355,INPUT,355,u16,,1,no,no,
steam_valve,INPUT,COMM_LOSS_SECONDS,30037,36,%IW356,INPUT,356,u16,s,10,no,no,
steam_valve,INPUT,FAULT_INJECT_WORD,30038,37,%IW357,INPUT,357,bitfield,,1,no,no,啟用中的故障注入
steam_valve,INPUT,SNAPSHOT_GENERATION,30039,38,%IW358,INPUT,358,u16,,1,no,no,每次快照還原 +1，供測試判斷環境已重置
steam_valve,INPUT,RUN_SECONDS_HI,30040,39,%IW359,INPUT,359,u32,s,1,no,no,
steam_valve,INPUT,RUN_SECONDS_LO,30041,40,%IW360,INPUT,360,u16,,1,no,no,
steam_valve,INPUT,START_COUNT,30042,41,%IW361,INPUT,361,u16,,1,no,no,
steam_valve,INPUT,TRIP_COUNT,30043,42,%IW362,INPUT,362,u16,,1,no,no,
steam_valve,INPUT,MASS_TOTAL_HI,30044,43,%IW363,INPUT,363,u32,kg,1,no,no,
steam_valve,INPUT,MASS_TOTAL_LO,30045,44,%IW364,INPUT,364,u16,,1,no,no,
steam_valve,INPUT,ENERGY_TOTAL_HI,30046,45,%IW365,INPUT,365,u32,kWh,1,no,no,
steam_valve,INPUT,ENERGY_TOTAL_LO,30047,46,%IW366,INPUT,366,u16,,1,no,no,
steam_valve,INPUT,ALARM_COUNT,30048,47,%IW367,INPUT,367,u16,,1,no,no,
steam_valve,INPUT,ACCEPTED_COMMAND_COUNT,30049,48,%IW368,INPUT,368,u16,,1,no,no,
steam_valve,HOLDING,CONTROL_MODE,40001,0,%QW320,HOLDING,320,enum,,1,yes,no,0=LOCAL_MANUAL 1=LOCAL_AUTO 2=REMOTE_MANUAL 3=REMOTE_AUTO 4=MAINTENANCE
steam_valve,HOLDING_READBACK,CONTROL_MODE,40001,0,%IW832,INPUT,832,enum,,1,no,no,FC3 readback: 0=LOCAL_MANUAL 1=LOCAL_AUTO 2=REMOTE_MANUAL 3=REMOTE_AUTO 4=MAINTENANCE
steam_valve,HOLDING,COMMAND_SEQUENCE,40002,1,%QW321,HOLDING,321,u16,,1,yes,no,命令序號，重置需為新值
steam_valve,HOLDING_READBACK,COMMAND_SEQUENCE,40002,1,%IW833,INPUT,833,u16,,1,no,no,FC3 readback: 命令序號，重置需為新值
steam_valve,HOLDING,WATCHDOG_COUNTER,40003,2,%QW322,HOLDING,322,u16,,1,yes,no,控制器每秒 +1
steam_valve,HOLDING_READBACK,WATCHDOG_COUNTER,40003,2,%IW834,INPUT,834,u16,,1,no,no,FC3 readback: 控制器每秒 +1
steam_valve,HOLDING,RESET_KEY,40004,3,%QW323,HOLDING,323,u16,,1,yes,no,重置鑰匙 0xA55A
steam_valve,HOLDING_READBACK,RESET_KEY,40004,3,%IW835,INPUT,835,u16,,1,no,no,FC3 readback: 重置鑰匙 0xA55A
steam_valve,HOLDING,SIMULATION_FLAGS,40005,4,%QW324,HOLDING,324,bitfield,,1,yes,no,
steam_valve,HOLDING_READBACK,SIMULATION_FLAGS,40005,4,%IW836,INPUT,836,bitfield,,1,no,no,FC3 readback:
steam_valve,HOLDING,ACTIVE_CONTROLLER_ID,40006,5,%QW325,HOLDING,325,u16,,1,yes,no,
steam_valve,HOLDING_READBACK,ACTIVE_CONTROLLER_ID,40006,5,%IW837,INPUT,837,u16,,1,no,no,FC3 readback:
steam_valve,HOLDING,COMMAND_LEASE_TIME,40007,6,%QW326,HOLDING,326,u16,s,1,yes,no,
steam_valve,HOLDING_READBACK,COMMAND_LEASE_TIME,40007,6,%IW838,INPUT,838,u16,s,1,no,no,FC3 readback:
steam_valve,HOLDING,OUTPUT_RATE_LIMIT,40008,7,%QW327,HOLDING,327,u16,%/s,100,yes,no,
steam_valve,HOLDING_READBACK,OUTPUT_RATE_LIMIT,40008,7,%IW839,INPUT,839,u16,%/s,100,no,no,FC3 readback:
steam_valve,HOLDING,RESERVED,40009,8,%QW328,HOLDING,328,u16,,1,yes,no,
steam_valve,HOLDING_READBACK,RESERVED,40009,8,%IW840,INPUT,840,u16,,1,no,no,FC3 readback:
steam_valve,HOLDING,PRIMARY_SETPOINT,40010,9,%QW329,HOLDING,329,u16,RPM,1,yes,no,轉速設定值
steam_valve,HOLDING_READBACK,PRIMARY_SETPOINT,40010,9,%IW841,INPUT,841,u16,RPM,1,no,no,FC3 readback: 轉速設定值
steam_valve,HOLDING,SECONDARY_SETPOINT,40011,10,%QW330,HOLDING,330,u16,,1,yes,no,
steam_valve,HOLDING_READBACK,SECONDARY_SETPOINT,40011,10,%IW842,INPUT,842,u16,,1,no,no,FC3 readback:
steam_valve,HOLDING,MANUAL_OUTPUT,40012,11,%QW331,HOLDING,331,u16,%,100,yes,no,手動閥門位置
steam_valve,HOLDING_READBACK,MANUAL_OUTPUT,40012,11,%IW843,INPUT,843,u16,%,100,no,no,FC3 readback: 手動閥門位置
steam_valve,HOLDING,OUTPUT_HIGH_LIMIT,40013,12,%QW332,HOLDING,332,u16,%,100,yes,no,
steam_valve,HOLDING_READBACK,OUTPUT_HIGH_LIMIT,40013,12,%IW844,INPUT,844,u16,%,100,no,no,FC3 readback:
steam_valve,HOLDING,OUTPUT_LOW_LIMIT,40014,13,%QW333,HOLDING,333,u16,%,100,yes,no,
steam_valve,HOLDING_READBACK,OUTPUT_LOW_LIMIT,40014,13,%IW845,INPUT,845,u16,%,100,no,no,FC3 readback:
steam_valve,HOLDING,PID_KP,40020,19,%QW339,HOLDING,339,u16,,100,yes,no,
steam_valve,HOLDING_READBACK,PID_KP,40020,19,%IW851,INPUT,851,u16,,100,no,no,FC3 readback:
steam_valve,HOLDING,PID_KI,40021,20,%QW340,HOLDING,340,u16,,100,yes,no,
steam_valve,HOLDING_READBACK,PID_KI,40021,20,%IW852,INPUT,852,u16,,100,no,no,FC3 readback:
steam_valve,HOLDING,PID_KD,40022,21,%QW341,HOLDING,341,u16,,100,yes,no,
steam_valve,HOLDING_READBACK,PID_KD,40022,21,%IW853,INPUT,853,u16,,100,no,no,FC3 readback:
steam_valve,HOLDING,DEADBAND,40023,22,%QW342,HOLDING,342,u16,,100,yes,no,
steam_valve,HOLDING_READBACK,DEADBAND,40023,22,%IW854,INPUT,854,u16,,100,no,no,FC3 readback:
steam_valve,HOLDING,INTEGRAL_LIMIT,40024,23,%QW343,HOLDING,343,u16,,100,yes,no,
steam_valve,HOLDING_READBACK,INTEGRAL_LIMIT,40024,23,%IW855,INPUT,855,u16,,100,no,no,FC3 readback:
steam_valve,HOLDING,CONTROLLER_SCAN_TIME,40025,24,%QW344,HOLDING,344,u16,ms,1,yes,no,
steam_valve,HOLDING_READBACK,CONTROLLER_SCAN_TIME,40025,24,%IW856,INPUT,856,u16,ms,1,no,no,FC3 readback:
steam_valve,HOLDING,OPEN_RATE,40030,29,%QW349,HOLDING,349,u16,%/s,100,yes,no,正常開啟速度
steam_valve,HOLDING_READBACK,OPEN_RATE,40030,29,%IW861,INPUT,861,u16,%/s,100,no,no,FC3 readback: 正常開啟速度
steam_valve,HOLDING,CLOSE_RATE,40031,30,%QW350,HOLDING,350,u16,%/s,100,yes,no,正常關閉速度
steam_valve,HOLDING_READBACK,CLOSE_RATE,40031,30,%IW862,INPUT,862,u16,%/s,100,no,no,FC3 readback: 正常關閉速度
turbine,COIL,START,1,0,%QX12.0,COIL,96,u16,,1,yes,yes,脈衝啟動命令
turbine,COIL,STOP,2,1,%QX12.1,COIL,97,u16,,1,yes,yes,正常停止
turbine,COIL,RESET_TRIP,3,2,%QX12.2,COIL,98,u16,,1,yes,yes,跳機重置脈衝，需 Reset Key
turbine,COIL,ACK_ALARM,4,3,%QX12.3,COIL,99,u16,,1,yes,yes,警報確認
turbine,COIL,EMERGENCY_STOP,5,4,%QX12.4,COIL,100,u16,,1,yes,no,緊急停止（保持型）
turbine,COIL,FORCE_SAFE,6,5,%QX12.5,COIL,101,u16,,1,yes,no,強制安全狀態
turbine,COIL,TRIP_TEST,7,6,%QX12.6,COIL,102,u16,,1,yes,yes,實驗模式跳機測試（需 LAB_MODE）
turbine,COIL,CLEAR_TOTALIZER,8,7,%QX12.7,COIL,103,u16,,1,yes,yes,清除累積值
turbine,DISCRETE,READY,10001,0,%IX12.0,DISCRETE,96,u16,,1,no,no,
turbine,DISCRETE,RUNNING,10002,1,%IX12.1,DISCRETE,97,u16,,1,no,no,
turbine,DISCRETE,STARTING,10003,2,%IX12.2,DISCRETE,98,u16,,1,no,no,
turbine,DISCRETE,STOPPING,10004,3,%IX12.3,DISCRETE,99,u16,,1,no,no,
turbine,DISCRETE,TRIPPED,10005,4,%IX12.4,DISCRETE,100,u16,,1,no,no,
turbine,DISCRETE,ALARM_ACTIVE,10006,5,%IX12.5,DISCRETE,101,u16,,1,no,no,
turbine,DISCRETE,LOCAL_MODE,10007,6,%IX12.6,DISCRETE,102,u16,,1,no,no,
turbine,DISCRETE,REMOTE_MODE,10008,7,%IX12.7,DISCRETE,103,u16,,1,no,no,
turbine,DISCRETE,AUTO_MODE,10009,8,%IX13.0,DISCRETE,104,u16,,1,no,no,
turbine,DISCRETE,MANUAL_MODE,10010,9,%IX13.1,DISCRETE,105,u16,,1,no,no,
turbine,DISCRETE,CONTROL_WATCHDOG_OK,10011,10,%IX13.2,DISCRETE,106,u16,,1,no,no,
turbine,DISCRETE,SIM_BUS_OK,10012,11,%IX13.3,DISCRETE,107,u16,,1,no,no,
turbine,DISCRETE,INTERLOCKS_OK,10013,12,%IX13.4,DISCRETE,108,u16,,1,no,no,
turbine,DISCRETE,SENSOR_FAULT,10014,13,%IX13.5,DISCRETE,109,u16,,1,no,no,
turbine,DISCRETE,ACTUATOR_FAULT,10015,14,%IX13.6,DISCRETE,110,u16,,1,no,no,
turbine,DISCRETE,MAINTENANCE_MODE,10016,15,%IX13.7,DISCRETE,111,u16,,1,no,no,
turbine,INPUT,STATUS_WORD,30001,0,%IW384,INPUT,384,bitfield,,1,no,no,狀態字
turbine,INPUT,ALARM_WORD_1,30002,1,%IW385,INPUT,385,bitfield,,1,no,no,
turbine,INPUT,ALARM_WORD_2,30003,2,%IW386,INPUT,386,bitfield,,1,no,no,
turbine,INPUT,TRIP_WORD,30004,3,%IW387,INPUT,387,bitfield,,1,no,no,
turbine,INPUT,DEVICE_STATE,30005,4,%IW388,INPUT,388,enum,,1,no,no,
turbine,INPUT,FIRST_OUT_CODE,30006,5,%IW389,INPUT,389,u16,,1,no,no,
turbine,INPUT,OVERALL_QUALITY,30007,6,%IW390,INPUT,390,enum,,1,no,no,
turbine,INPUT,REGISTER_MAP_VERSION,30008,7,%IW391,INPUT,391,u16,,1,no,no,
turbine,INPUT,FIRMWARE_VERSION,30009,8,%IW392,INPUT,392,u16,,1,no,no,
turbine,INPUT,SPEED_RPM,30010,9,%IW393,INPUT,393,u16,RPM,1,no,no,
turbine,INPUT,MECHANICAL_POWER,30011,10,%IW394,INPUT,394,u16,MW,100,no,no,
turbine,INPUT,STEAM_FLOW,30012,11,%IW395,INPUT,395,u16,kg/s,100,no,no,
turbine,INPUT,EXHAUST_FLOW,30013,12,%IW396,INPUT,396,u16,kg/s,100,no,no,
turbine,INPUT,MAIN_STEAM_PRESSURE,30014,13,%IW397,INPUT,397,u16,bar(a),100,no,no,
turbine,INPUT,EXHAUST_PRESSURE,30015,14,%IW398,INPUT,398,u16,bar(a),10000,no,no,
turbine,INPUT,VIBRATION,30016,15,%IW399,INPUT,399,u16,mm/s,100,no,no,
turbine,INPUT,BEARING_TEMPERATURE,30017,16,%IW400,INPUT,400,i16,degC,10,no,no,
turbine,INPUT,GOVERNOR_OUTPUT,30018,17,%IW401,INPUT,401,u16,%,100,no,no,
turbine,INPUT,ACCELERATION,30019,18,%IW402,INPUT,402,i16,RPM/s,10,no,no,
turbine,INPUT,EFFICIENCY,30020,19,%IW403,INPUT,403,u16,%,100,no,no,
turbine,INPUT,WATCHDOG_ECHO,30030,29,%IW413,INPUT,413,u16,,1,no,no,回應 40003 之值
turbine,INPUT,SCAN_TIME_MS,30031,30,%IW414,INPUT,414,u16,ms,10,no,no,物理掃描耗時 ×10
turbine,INPUT,MODBUS_REQUEST_COUNT,30032,31,%IW415,INPUT,415,u16,,1,no,no,已處理請求數（模 65536）
turbine,INPUT,REJECTED_COMMAND_COUNT,30033,32,%IW416,INPUT,416,u16,,1,no,no,
turbine,INPUT,EXCEPTION_COUNT,30034,33,%IW417,INPUT,417,u16,,1,no,no,
turbine,INPUT,SIM_QUALITY_WORD,30035,34,%IW418,INPUT,418,bitfield,,1,no,no,每個輸入訊號品質是否 GOOD
turbine,INPUT,SIM_TICK_LOW,30036,35,%IW419,INPUT,419,u16,,1,no,no,
turbine,INPUT,COMM_LOSS_SECONDS,30037,36,%IW420,INPUT,420,u16,s,10,no,no,
turbine,INPUT,FAULT_INJECT_WORD,30038,37,%IW421,INPUT,421,bitfield,,1,no,no,啟用中的故障注入
turbine,INPUT,SNAPSHOT_GENERATION,30039,38,%IW422,INPUT,422,u16,,1,no,no,每次快照還原 +1，供測試判斷環境已重置
turbine,INPUT,RUN_SECONDS_HI,30040,39,%IW423,INPUT,423,u32,s,1,no,no,
turbine,INPUT,RUN_SECONDS_LO,30041,40,%IW424,INPUT,424,u16,,1,no,no,
turbine,INPUT,START_COUNT,30042,41,%IW425,INPUT,425,u16,,1,no,no,
turbine,INPUT,TRIP_COUNT,30043,42,%IW426,INPUT,426,u16,,1,no,no,
turbine,INPUT,MASS_TOTAL_HI,30044,43,%IW427,INPUT,427,u32,kg,1,no,no,
turbine,INPUT,MASS_TOTAL_LO,30045,44,%IW428,INPUT,428,u16,,1,no,no,
turbine,INPUT,ENERGY_TOTAL_HI,30046,45,%IW429,INPUT,429,u32,kWh,1,no,no,
turbine,INPUT,ENERGY_TOTAL_LO,30047,46,%IW430,INPUT,430,u16,,1,no,no,
turbine,INPUT,ALARM_COUNT,30048,47,%IW431,INPUT,431,u16,,1,no,no,
