device,source_table,name,doc_address,remote_pdu_offset,local_iec,northbound_table,northbound_pdu_offset,dtype,unit,scale,writable,pulse,plc_forwards,description
turbine,INPUT,SELF_HOLD_STATE,30027,26,%IW420,INPUT,420,enum,,1,no,no,no,0=停用 1=待機等允許條件 2=自持運轉 3=操作員停機 4=跳機鎖定 5=維修
turbine,INPUT,PERMISSIVE_WORD,30028,27,%IW421,INPUT,421,bitfield,,1,no,no,no,各啟動允許條件是否成立（bit0 起）
turbine,INPUT,WATCHDOG_ECHO,30030,29,%IW423,INPUT,423,u16,,1,no,no,no,回應 40003 之值
turbine,INPUT,SCAN_TIME_MS,30031,30,%IW424,INPUT,424,u16,ms,10,no,no,no,物理掃描耗時 ×10
turbine,INPUT,MODBUS_REQUEST_COUNT,30032,31,%IW425,INPUT,425,u16,,1,no,no,no,已處理請求數（模 65536）
turbine,INPUT,REJECTED_COMMAND_COUNT,30033,32,%IW426,INPUT,426,u16,,1,no,no,no,
turbine,INPUT,EXCEPTION_COUNT,30034,33,%IW427,INPUT,427,u16,,1,no,no,no,
turbine,INPUT,SIM_QUALITY_WORD,30035,34,%IW428,INPUT,428,bitfield,,1,no,no,no,每個輸入訊號品質是否 GOOD
turbine,INPUT,SIM_TICK_LOW,30036,35,%IW429,INPUT,429,u16,,1,no,no,no,
turbine,INPUT,COMM_LOSS_SECONDS,30037,36,%IW430,INPUT,430,u16,s,10,no,no,no,
turbine,INPUT,FAULT_INJECT_WORD,30038,37,%IW431,INPUT,431,bitfield,,1,no,no,no,啟用中的故障注入
turbine,INPUT,SNAPSHOT_GENERATION,30039,38,%IW432,INPUT,432,u16,,1,no,no,no,每次快照還原 +1，供測試判斷環境已重置
turbine,INPUT,RUN_SECONDS_HI,30040,39,%IW433,INPUT,433,u32,s,1,no,no,no,
turbine,INPUT,RUN_SECONDS_LO,30041,40,%IW434,INPUT,434,u16,,1,no,no,no,
turbine,INPUT,START_COUNT,30042,41,%IW435,INPUT,435,u16,,1,no,no,no,
turbine,INPUT,TRIP_COUNT,30043,42,%IW436,INPUT,436,u16,,1,no,no,no,
turbine,INPUT,MASS_TOTAL_HI,30044,43,%IW437,INPUT,437,u32,kg,1,no,no,no,
turbine,INPUT,MASS_TOTAL_LO,30045,44,%IW438,INPUT,438,u16,,1,no,no,no,
turbine,INPUT,ENERGY_TOTAL_HI,30046,45,%IW439,INPUT,439,u32,kWh,1,no,no,no,
turbine,INPUT,ENERGY_TOTAL_LO,30047,46,%IW440,INPUT,440,u16,,1,no,no,no,
turbine,INPUT,ALARM_COUNT,30048,47,%IW441,INPUT,441,u16,,1,no,no,no,
turbine,INPUT,ACCEPTED_COMMAND_COUNT,30049,48,%IW442,INPUT,442,u16,,1,no,no,no,
turbine,HOLDING,COMMAND_SEQUENCE,40002,1,%QW118,HOLDING,118,u16,,1,yes,no,yes,命令序號，重置需為新值
turbine,HOLDING,WATCHDOG_COUNTER,40003,2,%QW119,HOLDING,119,u16,,1,yes,no,yes,控制器每秒 +1
turbine,HOLDING,RESET_KEY,40004,3,%QW120,HOLDING,120,u16,,1,yes,no,yes,重置鑰匙 0xA55A
generator,COIL,START,1,0,%QX107.0,COIL,856,u16,,1,yes,yes,yes,脈衝啟動命令
generator,COIL,STOP,2,1,%QX107.1,COIL,857,u16,,1,yes,yes,yes,正常停止
generator,COIL,RESET_TRIP,3,2,%QX107.2,COIL,858,u16,,1,yes,yes,yes,跳機重置脈衝，需 Reset Key
generator,COIL,ACK_ALARM,4,3,%QX107.3,COIL,859,u16,,1,yes,yes,yes,警報確認
generator,COIL,EMERGENCY_STOP,5,4,%QX107.4,COIL,860,u16,,1,yes,no,yes,緊急停止（保持型）
generator,COIL,FORCE_SAFE,6,5,%QX107.5,COIL,861,u16,,1,yes,no,yes,強制安全狀態
generator,COIL,TRIP_TEST,7,6,%QX107.6,COIL,862,u16,,1,yes,yes,yes,實驗模式跳機測試（需 LAB_MODE）
generator,COIL,CLEAR_TOTALIZER,8,7,%QX107.7,COIL,863,u16,,1,yes,yes,yes,清除累積值
generator,DISCRETE,READY,10001,0,%IX114.0,DISCRETE,912,u16,,1,no,no,no,
generator,DISCRETE,RUNNING,10002,1,%IX114.1,DISCRETE,913,u16,,1,no,no,no,
generator,DISCRETE,STARTING,10003,2,%IX114.2,DISCRETE,914,u16,,1,no,no,no,
generator,DISCRETE,STOPPING,10004,3,%IX114.3,DISCRETE,915,u16,,1,no,no,no,
generator,DISCRETE,TRIPPED,10005,4,%IX114.4,DISCRETE,916,u16,,1,no,no,no,
generator,DISCRETE,ALARM_ACTIVE,10006,5,%IX114.5,DISCRETE,917,u16,,1,no,no,no,
generator,DISCRETE,LOCAL_MODE,10007,6,%IX114.6,DISCRETE,918,u16,,1,no,no,no,
generator,DISCRETE,REMOTE_MODE,10008,7,%IX114.7,DISCRETE,919,u16,,1,no,no,no,
generator,DISCRETE,AUTO_MODE,10009,8,%IX115.0,DISCRETE,920,u16,,1,no,no,no,
generator,DISCRETE,MANUAL_MODE,10010,9,%IX115.1,DISCRETE,921,u16,,1,no,no,no,
generator,DISCRETE,CONTROL_WATCHDOG_OK,10011,10,%IX115.2,DISCRETE,922,u16,,1,no,no,no,
generator,DISCRETE,SIM_BUS_OK,10012,11,%IX115.3,DISCRETE,923,u16,,1,no,no,no,
generator,DISCRETE,INTERLOCKS_OK,10013,12,%IX115.4,DISCRETE,924,u16,,1,no,no,no,
generator,DISCRETE,SENSOR_FAULT,10014,13,%IX115.5,DISCRETE,925,u16,,1,no,no,no,
generator,DISCRETE,ACTUATOR_FAULT,10015,14,%IX115.6,DISCRETE,926,u16,,1,no,no,no,
generator,DISCRETE,MAINTENANCE_MODE,10016,15,%IX115.7,DISCRETE,927,u16,,1,no,no,no,
generator,INPUT,STATUS_WORD,30001,0,%IW443,INPUT,443,bitfield,,1,no,no,no,狀態字
generator,INPUT,ALARM_WORD_1,30002,1,%IW444,INPUT,444,bitfield,,1,no,no,no,
generator,INPUT,ALARM_WORD_2,30003,2,%IW445,INPUT,445,bitfield,,1,no,no,no,
generator,INPUT,TRIP_WORD,30004,3,%IW446,INPUT,446,bitfield,,1,no,no,no,
generator,INPUT,DEVICE_STATE,30005,4,%IW447,INPUT,447,enum,,1,no,no,no,
generator,INPUT,FIRST_OUT_CODE,30006,5,%IW448,INPUT,448,u16,,1,no,no,no,
generator,INPUT,OVERALL_QUALITY,30007,6,%IW449,INPUT,449,enum,,1,no,no,no,
generator,INPUT,REGISTER_MAP_VERSION,30008,7,%IW450,INPUT,450,u16,,1,no,no,no,
generator,INPUT,FIRMWARE_VERSION,30009,8,%IW451,INPUT,451,u16,,1,no,no,no,
generator,INPUT,ELECTRICAL_POWER,30010,9,%IW452,INPUT,452,u16,MW,100,no,no,no,
generator,INPUT,LOAD_DEMAND,30011,10,%IW453,INPUT,453,u16,MW,100,no,no,no,
generator,INPUT,FREQUENCY,30012,11,%IW454,INPUT,454,u16,Hz,100,no,no,no,
generator,INPUT,VOLTAGE,30013,12,%IW455,INPUT,455,u16,kV,100,no,no,no,
generator,INPUT,CURRENT,30014,13,%IW456,INPUT,456,u16,A,1,no,no,no,
generator,INPUT,POWER_FACTOR,30015,14,%IW457,INPUT,457,u16,,1000,no,no,no,
generator,INPUT,BREAKER_STATUS,30016,15,%IW458,INPUT,458,enum,,1,no,no,no,0=開路 1=閉合
generator,INPUT,SYNC_PERMISSIVE,30017,16,%IW459,INPUT,459,bitfield,,1,no,no,no,
generator,INPUT,PHASE_ANGLE_DIFF,30018,17,%IW460,INPUT,460,i16,deg,100,no,no,no,
generator,INPUT,ELECTRICAL_TORQUE,30019,18,%IW461,INPUT,461,u16,MW,100,no,no,no,
generator,INPUT,OPERATING_MODE,30020,19,%IW462,INPUT,462,enum,,1,no,no,no,0=孤島 1=強電網
generator,INPUT,LOCAL_OUTPUT,30026,25,%IW468,INPUT,468,u16,%,100,no,no,no,本地調節器輸出（自持控制的 MV）
generator,INPUT,SELF_HOLD_STATE,30027,26,%IW469,INPUT,469,enum,,1,no,no,no,0=停用 1=待機等允許條件 2=自持運轉 3=操作員停機 4=跳機鎖定 5=維修
generator,INPUT,PERMISSIVE_WORD,30028,27,%IW470,INPUT,470,bitfield,,1,no,no,no,各啟動允許條件是否成立（bit0 起）
generator,INPUT,WATCHDOG_ECHO,30030,29,%IW472,INPUT,472,u16,,1,no,no,no,回應 40003 之值
generator,INPUT,SCAN_TIME_MS,30031,30,%IW473,INPUT,473,u16,ms,10,no,no,no,物理掃描耗時 ×10
generator,INPUT,MODBUS_REQUEST_COUNT,30032,31,%IW474,INPUT,474,u16,,1,no,no,no,已處理請求數（模 65536）
generator,INPUT,REJECTED_COMMAND_COUNT,30033,32,%IW475,INPUT,475,u16,,1,no,no,no,
generator,INPUT,EXCEPTION_COUNT,30034,33,%IW476,INPUT,476,u16,,1,no,no,no,
generator,INPUT,SIM_QUALITY_WORD,30035,34,%IW477,INPUT,477,bitfield,,1,no,no,no,每個輸入訊號品質是否 GOOD
generator,INPUT,SIM_TICK_LOW,30036,35,%IW478,INPUT,478,u16,,1,no,no,no,
generator,INPUT,COMM_LOSS_SECONDS,30037,36,%IW479,INPUT,479,u16,s,10,no,no,no,
generator,INPUT,FAULT_INJECT_WORD,30038,37,%IW480,INPUT,480,bitfield,,1,no,no,no,啟用中的故障注入
generator,INPUT,SNAPSHOT_GENERATION,30039,38,%IW481,INPUT,481,u16,,1,no,no,no,每次快照還原 +1，供測試判斷環境已重置
generator,INPUT,RUN_SECONDS_HI,30040,39,%IW482,INPUT,482,u32,s,1,no,no,no,
generator,INPUT,RUN_SECONDS_LO,30041,40,%IW483,INPUT,483,u16,,1,no,no,no,
generator,INPUT,START_COUNT,30042,41,%IW484,INPUT,484,u16,,1,no,no,no,
generator,INPUT,TRIP_COUNT,30043,42,%IW485,INPUT,485,u16,,1,no,no,no,
generator,INPUT,MASS_TOTAL_HI,30044,43,%IW486,INPUT,486,u32,kg,1,no,no,no,
generator,INPUT,MASS_TOTAL_LO,30045,44,%IW487,INPUT,487,u16,,1,no,no,no,
generator,INPUT,ENERGY_TOTAL_HI,30046,45,%IW488,INPUT,488,u32,kWh,1,no,no,no,
generator,INPUT,ENERGY_TOTAL_LO,30047,46,%IW489,INPUT,489,u16,,1,no,no,no,
generator,INPUT,ALARM_COUNT,30048,47,%IW490,INPUT,490,u16,,1,no,no,no,
generator,INPUT,ACCEPTED_COMMAND_COUNT,30049,48,%IW491,INPUT,491,u16,,1,no,no,no,
generator,HOLDING,COMMAND_SEQUENCE,40002,1,%QW121,HOLDING,121,u16,,1,yes,no,yes,命令序號，重置需為新值
generator,HOLDING,WATCHDOG_COUNTER,40003,2,%QW122,HOLDING,122,u16,,1,yes,no,yes,控制器每秒 +1
generator,HOLDING,RESET_KEY,40004,3,%QW123,HOLDING,123,u16,,1,yes,no,yes,重置鑰匙 0xA55A
