device,table,doc_address,pdu_offset,name,dtype,unit,scale,min,max,writable,pulse,description
turbine,INPUT,30019,18,ACCELERATION,i16,RPM/s,10,,,no,no,
turbine,INPUT,30020,19,EFFICIENCY,u16,%,100,,,no,no,
turbine,INPUT,30026,25,LOCAL_OUTPUT,u16,%,100,,,no,no,本地調節器輸出（自持控制的 MV）
turbine,INPUT,30027,26,SELF_HOLD_STATE,enum,,1.0,,,no,no,0=停用 1=待機等允許條件 2=自持運轉 3=操作員停機 4=跳機鎖定 5=維修
turbine,INPUT,30028,27,PERMISSIVE_WORD,bitfield,,1.0,,,no,no,各啟動允許條件是否成立（bit0 起）
turbine,INPUT,30030,29,WATCHDOG_ECHO,u16,,1.0,,,no,no,回應 40003 之值
turbine,INPUT,30031,30,SCAN_TIME_MS,u16,ms,10,,,no,no,物理掃描耗時 ×10
turbine,INPUT,30032,31,MODBUS_REQUEST_COUNT,u16,,1.0,,,no,no,已處理請求數（模 65536）
turbine,INPUT,30033,32,REJECTED_COMMAND_COUNT,u16,,1.0,,,no,no,
turbine,INPUT,30034,33,EXCEPTION_COUNT,u16,,1.0,,,no,no,
turbine,INPUT,30035,34,SIM_QUALITY_WORD,bitfield,,1.0,,,no,no,每個輸入訊號品質是否 GOOD
turbine,INPUT,30036,35,SIM_TICK_LOW,u16,,1.0,,,no,no,
turbine,INPUT,30037,36,COMM_LOSS_SECONDS,u16,s,10,,,no,no,
turbine,INPUT,30038,37,FAULT_INJECT_WORD,bitfield,,1.0,,,no,no,啟用中的故障注入
turbine,INPUT,30039,38,SNAPSHOT_GENERATION,u16,,1.0,,,no,no,每次快照還原 +1，供測試判斷環境已重置
turbine,INPUT,30040,39,RUN_SECONDS_HI,u32,s,1.0,,,no,no,
turbine,INPUT,30041,40,RUN_SECONDS_LO,u16,,1.0,,,no,no,
turbine,INPUT,30042,41,START_COUNT,u16,,1.0,,,no,no,
turbine,INPUT,30043,42,TRIP_COUNT,u16,,1.0,,,no,no,
turbine,INPUT,30044,43,MASS_TOTAL_HI,u32,kg,1.0,,,no,no,
turbine,INPUT,30045,44,MASS_TOTAL_LO,u16,,1.0,,,no,no,
turbine,INPUT,30046,45,ENERGY_TOTAL_HI,u32,kWh,1.0,,,no,no,
turbine,INPUT,30047,46,ENERGY_TOTAL_LO,u16,,1.0,,,no,no,
turbine,INPUT,30048,47,ALARM_COUNT,u16,,1.0,,,no,no,
turbine,INPUT,30049,48,ACCEPTED_COMMAND_COUNT,u16,,1.0,,,no,no,
turbine,HOLDING,40001,0,CONTROL_MODE,enum,,1.0,0,4,yes,no,0=LOCAL_MANUAL 1=LOCAL_AUTO 2=REMOTE_MANUAL 3=REMOTE_AUTO 4=MAINTENANCE
turbine,HOLDING,40002,1,COMMAND_SEQUENCE,u16,,1.0,0,65535,yes,no,命令序號，重置需為新值
turbine,HOLDING,40003,2,WATCHDOG_COUNTER,u16,,1.0,0,65535,yes,no,控制器每秒 +1
turbine,HOLDING,40004,3,RESET_KEY,u16,,1.0,0,65535,yes,no,重置鑰匙 0xA55A
turbine,HOLDING,40005,4,SIMULATION_FLAGS,bitfield,,1.0,0,65535,yes,no,
turbine,HOLDING,40006,5,ACTIVE_CONTROLLER_ID,u16,,1.0,0,65535,yes,no,
turbine,HOLDING,40007,6,COMMAND_LEASE_TIME,u16,s,1.0,0,3600,yes,no,
turbine,HOLDING,40008,7,OUTPUT_RATE_LIMIT,u16,%/s,100,0,655,yes,no,
turbine,HOLDING,40009,8,RESERVED,u16,,1.0,0,65535,yes,no,
turbine,HOLDING,40010,9,PRIMARY_SETPOINT,u16,RPM,1,0,4000,yes,no,轉速設定值
turbine,HOLDING,40011,10,SECONDARY_SETPOINT,u16,,1.0,,,yes,no,
turbine,HOLDING,40012,11,MANUAL_OUTPUT,u16,%,100,0,100,yes,no,手動調速器輸出
turbine,HOLDING,40013,12,OUTPUT_HIGH_LIMIT,u16,%,100,0,100,yes,no,
turbine,HOLDING,40014,13,OUTPUT_LOW_LIMIT,u16,%,100,0,100,yes,no,
turbine,HOLDING,40020,19,PID_KP,u16,,100,0,655,yes,no,
turbine,HOLDING,40021,20,PID_KI,u16,,100,0,655,yes,no,
turbine,HOLDING,40022,21,PID_KD,u16,,100,0,655,yes,no,
turbine,HOLDING,40023,22,DEADBAND,u16,,100,0,655,yes,no,
turbine,HOLDING,40024,23,INTEGRAL_LIMIT,u16,,100,0,655,yes,no,
turbine,HOLDING,40025,24,CONTROLLER_SCAN_TIME,u16,ms,1.0,0,10000,yes,no,
turbine,HOLDING,40030,29,INERTIA_PARAM,u16,MW*s2/rad,100,0.1,650,yes,no,
turbine,HOLDING,40031,30,DAMPING_PARAM,u16,MW/(rad/s),1000,0,65,yes,no,
generator,COIL,1,0,START,u16,,1.0,,,yes,yes,脈衝啟動命令
generator,COIL,2,1,STOP,u16,,1.0,,,yes,yes,正常停止
generator,COIL,3,2,RESET_TRIP,u16,,1.0,,,yes,yes,跳機重置脈衝，需 Reset Key
generator,COIL,4,3,ACK_ALARM,u16,,1.0,,,yes,yes,警報確認
generator,COIL,5,4,EMERGENCY_STOP,u16,,1.0,,,yes,no,緊急停止（保持型）
generator,COIL,6,5,FORCE_SAFE,u16,,1.0,,,yes,no,強制安全狀態
generator,COIL,7,6,TRIP_TEST,u16,,1.0,,,yes,yes,實驗模式跳機測試（需 LAB_MODE）
generator,COIL,8,7,CLEAR_TOTALIZER,u16,,1.0,,,yes,yes,清除累積值
generator,COIL,10,9,BREAKER_CLOSE,u16,,1.0,,,yes,yes,斷路器閉合命令
generator,COIL,11,10,BREAKER_OPEN,u16,,1.0,,,yes,yes,斷路器打開命令
generator,DISCRETE,10001,0,READY,u16,,1.0,,,no,no,
generator,DISCRETE,10002,1,RUNNING,u16,,1.0,,,no,no,
generator,DISCRETE,10003,2,STARTING,u16,,1.0,,,no,no,
generator,DISCRETE,10004,3,STOPPING,u16,,1.0,,,no,no,
generator,DISCRETE,10005,4,TRIPPED,u16,,1.0,,,no,no,
generator,DISCRETE,10006,5,ALARM_ACTIVE,u16,,1.0,,,no,no,
generator,DISCRETE,10007,6,LOCAL_MODE,u16,,1.0,,,no,no,
generator,DISCRETE,10008,7,REMOTE_MODE,u16,,1.0,,,no,no,
generator,DISCRETE,10009,8,AUTO_MODE,u16,,1.0,,,no,no,
generator,DISCRETE,10010,9,MANUAL_MODE,u16,,1.0,,,no,no,
generator,DISCRETE,10011,10,CONTROL_WATCHDOG_OK,u16,,1.0,,,no,no,
generator,DISCRETE,10012,11,SIM_BUS_OK,u16,,1.0,,,no,no,
generator,DISCRETE,10013,12,INTERLOCKS_OK,u16,,1.0,,,no,no,
generator,DISCRETE,10014,13,SENSOR_FAULT,u16,,1.0,,,no,no,
generator,DISCRETE,10015,14,ACTUATOR_FAULT,u16,,1.0,,,no,no,
generator,DISCRETE,10016,15,MAINTENANCE_MODE,u16,,1.0,,,no,no,
generator,INPUT,30001,0,STATUS_WORD,bitfield,,1.0,,,no,no,狀態字
generator,INPUT,30002,1,ALARM_WORD_1,bitfield,,1.0,,,no,no,
generator,INPUT,30003,2,ALARM_WORD_2,bitfield,,1.0,,,no,no,
generator,INPUT,30004,3,TRIP_WORD,bitfield,,1.0,,,no,no,
generator,INPUT,30005,4,DEVICE_STATE,enum,,1.0,,,no,no,
generator,INPUT,30006,5,FIRST_OUT_CODE,u16,,1.0,,,no,no,
generator,INPUT,30007,6,OVERALL_QUALITY,enum,,1.0,,,no,no,
generator,INPUT,30008,7,REGISTER_MAP_VERSION,u16,,1.0,,,no,no,
generator,INPUT,30009,8,FIRMWARE_VERSION,u16,,1.0,,,no,no,
generator,INPUT,30010,9,ELECTRICAL_POWER,u16,MW,100,,,no,no,
generator,INPUT,30011,10,LOAD_DEMAND,u16,MW,100,,,no,no,
generator,INPUT,30012,11,FREQUENCY,u16,Hz,100,,,no,no,
generator,INPUT,30013,12,VOLTAGE,u16,kV,100,,,no,no,
generator,INPUT,30014,13,CURRENT,u16,A,1,,,no,no,
generator,INPUT,30015,14,POWER_FACTOR,u16,,1000,,,no,no,
generator,INPUT,30016,15,BREAKER_STATUS,enum,,1.0,,,no,no,0=開路 1=閉合
generator,INPUT,30017,16,SYNC_PERMISSIVE,bitfield,,1.0,,,no,no,
generator,INPUT,30018,17,PHASE_ANGLE_DIFF,i16,deg,100,,,no,no,
generator,INPUT,30019,18,ELECTRICAL_TORQUE,u16,MW,100,,,no,no,
generator,INPUT,30020,19,OPERATING_MODE,enum,,1.0,,,no,no,0=孤島 1=強電網
generator,INPUT,30026,25,LOCAL_OUTPUT,u16,%,100,,,no,no,本地調節器輸出（自持控制的 MV）
generator,INPUT,30027,26,SELF_HOLD_STATE,enum,,1.0,,,no,no,0=停用 1=待機等允許條件 2=自持運轉 3=操作員停機 4=跳機鎖定 5=維修
generator,INPUT,30028,27,PERMISSIVE_WORD,bitfield,,1.0,,,no,no,各啟動允許條件是否成立（bit0 起）
generator,INPUT,30030,29,WATCHDOG_ECHO,u16,,1.0,,,no,no,回應 40003 之值
generator,INPUT,30031,30,SCAN_TIME_MS,u16,ms,10,,,no,no,物理掃描耗時 ×10
generator,INPUT,30032,31,MODBUS_REQUEST_COUNT,u16,,1.0,,,no,no,已處理請求數（模 65536）
generator,INPUT,30033,32,REJECTED_COMMAND_COUNT,u16,,1.0,,,no,no,
generator,INPUT,30034,33,EXCEPTION_COUNT,u16,,1.0,,,no,no,
generator,INPUT,30035,34,SIM_QUALITY_WORD,bitfield,,1.0,,,no,no,每個輸入訊號品質是否 GOOD
generator,INPUT,30036,35,SIM_TICK_LOW,u16,,1.0,,,no,no,
generator,INPUT,30037,36,COMM_LOSS_SECONDS,u16,s,10,,,no,no,
generator,INPUT,30038,37,FAULT_INJECT_WORD,bitfield,,1.0,,,no,no,啟用中的故障注入
generator,INPUT,30039,38,SNAPSHOT_GENERATION,u16,,1.0,,,no,no,每次快照還原 +1，供測試判斷環境已重置
generator,INPUT,30040,39,RUN_SECONDS_HI,u32,s,1.0,,,no,no,
generator,INPUT,30041,40,RUN_SECONDS_LO,u16,,1.0,,,no,no,
generator,INPUT,30042,41,START_COUNT,u16,,1.0,,,no,no,
generator,INPUT,30043,42,TRIP_COUNT,u16,,1.0,,,no,no,
generator,INPUT,30044,43,MASS_TOTAL_HI,u32,kg,1.0,,,no,no,
generator,INPUT,30045,44,MASS_TOTAL_LO,u16,,1.0,,,no,no,
generator,INPUT,30046,45,ENERGY_TOTAL_HI,u32,kWh,1.0,,,no,no,
generator,INPUT,30047,46,ENERGY_TOTAL_LO,u16,,1.0,,,no,no,
generator,INPUT,30048,47,ALARM_COUNT,u16,,1.0,,,no,no,
generator,INPUT,30049,48,ACCEPTED_COMMAND_COUNT,u16,,1.0,,,no,no,
generator,HOLDING,40001,0,CONTROL_MODE,enum,,1.0,0,4,yes,no,0=LOCAL_MANUAL 1=LOCAL_AUTO 2=REMOTE_MANUAL 3=REMOTE_AUTO 4=MAINTENANCE
generator,HOLDING,40002,1,COMMAND_SEQUENCE,u16,,1.0,0,65535,yes,no,命令序號，重置需為新值
generator,HOLDING,40003,2,WATCHDOG_COUNTER,u16,,1.0,0,65535,yes,no,控制器每秒 +1
generator,HOLDING,40004,3,RESET_KEY,u16,,1.0,0,65535,yes,no,重置鑰匙 0xA55A
generator,HOLDING,40005,4,SIMULATION_FLAGS,bitfield,,1.0,0,65535,yes,no,
generator,HOLDING,40006,5,ACTIVE_CONTROLLER_ID,u16,,1.0,0,65535,yes,no,
generator,HOLDING,40007,6,COMMAND_LEASE_TIME,u16,s,1.0,0,3600,yes,no,
generator,HOLDING,40008,7,OUTPUT_RATE_LIMIT,u16,%/s,100,0,655,yes,no,
generator,HOLDING,40009,8,RESERVED,u16,,1.0,0,65535,yes,no,
generator,HOLDING,40010,9,PRIMARY_SETPOINT,u16,MW,100,0,200,yes,no,負載設定
generator,HOLDING,40011,10,SECONDARY_SETPOINT,u16,kV,100,0,100,yes,no,電壓設定
generator,HOLDING,40012,11,MANUAL_OUTPUT,u16,MW,100,0,200,yes,no,手動負載命令
generator,HOLDING,40013,12,OUTPUT_HIGH_LIMIT,u16,%,100,0,100,yes,no,
generator,HOLDING,40014,13,OUTPUT_LOW_LIMIT,u16,%,100,0,100,yes,no,
generator,HOLDING,40020,19,PID_KP,u16,,100,0,655,yes,no,
generator,HOLDING,40021,20,PID_KI,u16,,100,0,655,yes,no,
generator,HOLDING,40022,21,PID_KD,u16,,100,0,655,yes,no,
generator,HOLDING,40023,22,DEADBAND,u16,,100,0,655,yes,no,
generator,HOLDING,40024,23,INTEGRAL_LIMIT,u16,,100,0,655,yes,no,
generator,HOLDING,40025,24,CONTROLLER_SCAN_TIME,u16,ms,1.0,0,10000,yes,no,
generator,HOLDING,40030,29,OPERATING_MODE,u16,,1,0,1,yes,no,0=孤島 1=強電網
generator,HOLDING,40031,30,LOAD_RATE_LIMIT,u16,MW/s,100,0.1,200,yes,no,
